OBJECTID,VEHICLES,YEAR_OF_RE,ACCIDENT_D,ACCIDENT_1,ACCIDENT_H,LEG,HOUSE_NUMB,RB_NUMBER,DRIVER1_AG,DRIVER2_AG,DRIVER1_SE,DRIVER2_SE,VEHICLE1_T,VEHICLE2_T,NUM_INJURI,INJURY_F,INJURY_PI1,INJURY_PI2,INJURY_PI3,DIRECTION1,DIRECTION2,VEHICLE1_C,VEHICLE2_C,CIRCUMSTAN,CIRCUMST_1,DANGER_UNS,DANGER_U_1,DRIVER1_CO,DRIVER2_CO,PED_AGE,PED_SEX,PED_CONDIT,PED_ACTION,ROAD_CONDI,WEATHER,PROBLEM_EL,ACCIDENT_T,ENTER_DATE,Editor,STATUS,Location 1
1160,2,2010,01/13/2010 08:00 AM +0000,4,18,IN,,x85307,0,28,,M,PA,BI,1,0,0,1,0,N,W,0,0,,,0,0,U,N,0,,,,W,O,NS,10,12/09/2010 08:00 AM +0000,Rathbun,,"40th and Leavenworth
Omaha, NE 68104
(41.295230000000004, -96.00216)"
3457,2,2010,04/02/2010 07:00 AM +0000,6,19,MB,,y03835,22,0,M,NS,BI,NS,0,0,0,0,0,W,W,0,1,,12,0,0,N,U,0,,,,D,C,NS,1,12/30/2010 08:00 AM +0000,Martinez,,"98 st &amp; Pacific st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
3576,1,2010,04/10/2010 07:00 AM +0000,7,14,MB,,y05664,39,0,F,,PA,BI,1,0,0,1,0,N,,0,,12,,0,,N,,0,,,,D,C,NS,82,01/04/2011 08:00 AM +0000,Martinez,,"27 st &amp; Pierce st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
3921,1,2010,05/01/2010 07:00 AM +0000,7,10,IN,,y10468,51,34,M,M,PA,BI,1,0,1,0,0,S,E,0,0,2,,0,0,N,N,0,,,,D,C,NS,22,01/13/2011 08:00 AM +0000,Martinez,,"29 st &amp; leavenworth st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
4085,2,2010,06/01/2010 07:00 AM +0000,3,17,IN,1429,y17831,30,8,M,M,PA,BI,1,0,0,1,0,S,N,0,0,12,,0,0,N,N,0,,,,D,C,RD,82,01/21/2011 08:00 AM +0000,Martinez,,"1429 s 11 st
Omaha, NE 68104
(41.24446662184806, -95.930597395409)"
4253,2,2010,06/12/2010 07:00 AM +0000,7,16,IN,,y20364,45,11,F,M,PA,BI,0,0,0,0,0,S,W,2,0,5,,0,0,N,N,0,,,,D,O,NS,10,01/27/2011 08:00 AM +0000,Martinez,,"40 ave &amp; spaulding st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
4354,2,2010,06/21/2010 07:00 AM +0000,2,17,MB,1620,y22461,46,50,M,M,PA,BI,1,0,0,0,1,S,N,0,0,2,,0,0,N,N,0,,,,D,C,NS,13,02/02/2011 08:00 AM +0000,Martinez,,"10 st &amp; Hickory st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
4400,2,2010,06/22/2010 07:00 AM +0000,3,20,MB,2541,y22759,0,0,,NS,PA,BI,0,0,0,0,0,P,N,0,1,,12,0,0,V,U,0,,,,D,C,NS,80,02/04/2011 08:00 AM +0000,Martinez,,"49 st &amp; Miami st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
4441,2,2010,06/23/2010 07:00 AM +0000,4,15,IN,,y22953,62,21,F,M,PA,BI,1,0,0,1,0,S,W,0,0,0,0,0,0,N,N,0,,,,D,O,NS,69,02/07/2011 08:00 AM +0000,Martinez,,"Q st &amp; Oakes dr
Omaha, NE 68104
(41.295230000000004, -96.00216)"
4612,2,2010,06/28/2010 07:00 AM +0000,2,11,MB,8712,y24086,30,58,F,M,PA,BI,1,0,0,0,1,S,E,0,0,2,,0,0,N,N,0,,,,D,C,CD,10,02/15/2011 08:00 AM +0000,Martinez,,"8712 west dodge rd
Omaha, NE 68104
(41.26335238446336, -96.04821972362112)"
4650,2,2010,06/29/2010 07:00 AM +0000,3,18,IN,,y24458,17,33,F,M,TR,BI,0,0,0,0,0,S,E,0,0,0,0,0,0,N,N,0,,,,D,C,NS,10,02/22/2011 08:00 AM +0000,Martinez,,"36 st &amp; drexel st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
5372,2,2010,03/30/2010 07:00 AM +0000,3,14,IN,,y02970,25,28,F,F,PA,BI,1,0,0,1,0,S,N,0,0,2,,0,0,N,N,0,,,,D,C,NS,13,12/30/2010 08:00 AM +0000,Rathbun,,"40th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
5783,2,2010,01/30/2010 08:00 AM +0000,7,9,IN,,x89174,20,58,M,M,TR,BI,1,1,0,0,0,W,N,0,0,19,,0,0,I,N,0,,,,D,O,NS,10,01/08/2011 08:00 AM +0000,Rathbun,,"37th and Q
Omaha, NE 68104
(41.295230000000004, -96.00216)"
5951,2,2010,04/28/2010 07:00 AM +0000,4,0,IN,,y09864,55,9,M,M,PA,BI,1,0,0,1,0,S,W,0,0,,,0,0,N,N,0,,,,D,C,NS,10,01/13/2011 08:00 AM +0000,Rathbun,,"28th Ave and Crown Point Ave
Omaha, NE 68104
(41.295230000000004, -96.00216)"
6273,2,2010,05/13/2010 07:00 AM +0000,3,20,IN,,y13387,32,10,F,M,PA,BI,1,0,0,1,0,W,N,0,0,,,0,0,N,N,0,,,,D,C,NS,10,01/25/2011 08:00 AM +0000,Rathbun,,"24th and J
Omaha, NE 68104
(41.295230000000004, -96.00216)"
6408,2,2010,06/07/2010 07:00 AM +0000,2,16,MB,,y19209,33,47,M,M,PA,BI,1,0,0,1,0,S,W,0,0,2,,0,0,N,N,0,,,,D,C,NS,32,01/27/2011 08:00 AM +0000,Rathbun,,"Saddle Creek Road and Northwest Radial Hwy
Omaha, NE 68104
(41.295230000000004, -96.00216)"
6451,2,2010,06/08/2010 07:00 AM +0000,3,20,IN,,y19504,41,10,M,M,PA,BI,0,0,0,0,0,E,N,0,0,,,0,0,N,N,0,,,,D,C,NS,10,01/27/2011 08:00 AM +0000,Rathbun,,"36th and Lake
Omaha, NE 68104
(41.295230000000004, -96.00216)"
6460,2,2010,06/09/2010 07:00 AM +0000,4,13,IN,,y19758,0,0,F,,PA,BI,0,0,0,0,0,W,S,0,0,,,0,0,N,U,0,,,,D,C,NS,69,01/27/2011 08:00 AM +0000,Rathbun,,"30th and Q
Omaha, NE 68104
(41.295230000000004, -96.00216)"
6507,2,2010,06/10/2010 07:00 AM +0000,5,14,IN,,y19912,37,14,F,M,PA,BI,1,0,0,1,0,E,N,0,0,,,0,0,N,N,0,,,,D,O,NS,10,01/28/2011 08:00 AM +0000,Rathbun,,"144th and Englewood Ave
Omaha, NE 68104
(41.21267558811229, -96.13885339773395)"
6521,2,2010,06/16/2010 07:00 AM +0000,4,13,IN,,y21242,17,0,M,,BI,PA,1,0,0,1,0,S,W,0,0,,,0,0,N,U,0,,,,D,C,NS,10,02/02/2011 08:00 AM +0000,Rathbun,,"35th and Martha
Omaha, NE 68104
(41.295230000000004, -96.00216)"
6666,2,2010,06/20/2010 07:00 AM +0000,1,0,IN,,y22056,26,0,M,,BI,PA,1,0,0,1,0,N,W,0,0,,,0,0,N,U,0,,,,D,C,NS,10,02/08/2011 08:00 AM +0000,Rathbun,,"41st and Davenport
Omaha, NE 68104
(41.295230000000004, -96.00216)"
7080,2,2010,07/08/2010 07:00 AM +0000,5,14,IN,,y26454,72,44,F,M,PA,BI,1,0,0,1,0,E,E,0,0,,,0,0,N,N,0,,,,D,C,NS,1,02/17/2011 08:00 AM +0000,Rathbun,,"67th and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
7089,2,2010,07/09/2010 07:00 AM +0000,6,14,IN,,y27111,42,22,F,M,PA,BI,1,0,0,1,0,W,S,0,0,2,,0,0,N,N,0,,,,D,C,NS,10,02/17/2011 08:00 AM +0000,Rathbun,,"72nd and Jones Circle
Omaha, NE 68104
(41.295230000000004, -96.00216)"
7103,2,2010,08/01/2010 07:00 AM +0000,1,17,IN,,y32231,41,5,M,M,PA,BI,1,0,0,1,0,W,N,0,0,,,0,0,N,N,0,,,,D,C,NS,10,02/17/2011 08:00 AM +0000,Rathbun,,"59th and Sahler
Omaha, NE 68104
(41.297103940222996, -96.00319066961407)"
7153,2,2010,05/26/2010 07:00 AM +0000,4,21,IN,,y16490,63,17,F,F,PA,BI,1,0,0,1,0,N,E,0,0,,,0,0,N,N,0,,,,D,C,NS,10,01/22/2011 08:00 AM +0000,Rathbun,,"24th and Hamilton
Omaha, NE 68104
(41.295230000000004, -96.00216)"
7571,2,2010,07/20/2010 07:00 AM +0000,3,2,IN,,y29208,54,32,M,M,PA,BI,1,0,1,0,0,W,,0,0,,,0,0,N,N,0,,,,W,O,NS,10,03/02/2011 08:00 AM +0000,Rathbun,,"Abbott Drive and Avenue H
Omaha, NE 68104
(41.28130285216815, -95.91101915483108)"
7579,2,2010,07/20/2010 07:00 AM +0000,3,17,IN,,y29359,15,0,M,F,BI,PA,0,0,0,0,0,N,E,0,0,,,0,0,N,U,0,,,,D,C,NS,10,03/02/2011 08:00 AM +0000,Rathbun,,"50th and Center
Omaha, NE 68104
(41.295230000000004, -96.00216)"
7614,2,2010,07/21/2010 07:00 AM +0000,4,7,IN,,y29488,0,19,,M,PA,BI,1,0,0,1,0,W,S,0,0,,,0,0,U,N,0,,,,D,O,NS,21,03/03/2011 08:00 AM +0000,Rathbun,,"66th and Ames Ave
Omaha, NE 68104
(41.29948714360063, -96.01426132379476)"
7625,2,2010,05/30/2010 07:00 AM +0000,1,14,IN,,y17356,44,17,M,M,PA,BI,1,0,1,0,0,S,N,0,0,2,,0,0,N,N,0,,,,D,C,NS,13,03/04/2011 08:00 AM +0000,Rathbun,,"84th and Q
Omaha, NE 68104
(41.295230000000004, -96.00216)"
7900,2,2010,08/18/2010 07:00 AM +0000,4,17,IN,,y36438,41,15,M,M,TR,BI,1,0,0,0,1,E,N,0,0,,,0,0,N,N,0,,,,D,C,NS,10,03/18/2011 07:00 AM +0000,Rathbun,,"72nd and Lake
Omaha, NE 68104
(41.295230000000004, -96.00216)"
8058,2,2010,08/21/2010 07:00 AM +0000,7,9,IN,,y37065,61,49,M,M,TR,BI,1,0,0,1,0,S,S,0,0,2,,0,0,N,N,0,,,,D,C,NS,12,03/22/2011 07:00 AM +0000,Rathbun,,"24th and Nicholas
Omaha, NE 68104
(41.295230000000004, -96.00216)"
8179,2,2010,09/03/2010 07:00 AM +0000,6,16,IN,,y40407,35,19,F,M,PA,BI,1,0,0,1,0,S,E,0,0,,,0,0,N,N,0,,,,D,C,NS,12,03/28/2011 07:00 AM +0000,Rathbun,,"West Center Road and I 680 Exit Ramp SB
Omaha, NE 68104
(41.295230000000004, -96.00216)"
8182,2,2010,09/03/2010 07:00 AM +0000,6,22,IN,,y40464,75,25,M,M,PA,BI,1,0,0,1,0,W,E,0,0,2,,0,0,N,N,0,,,,D,C,NS,13,03/28/2011 07:00 AM +0000,Rathbun,,"153rd and Summerwood Drive
Omaha, NE 68104
(41.21310726268638, -96.15242416715608)"
8319,2,2010,09/10/2010 07:00 AM +0000,6,13,IN,,y41997,42,23,M,F,PA,BI,1,0,0,1,0,E,N,0,0,,,0,0,N,N,0,,,,D,O,NS,10,03/31/2011 07:00 AM +0000,Rathbun,,"156th and Spaulding
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9090,2,2010,07/12/2010 07:00 AM +0000,2,10,IN,,y27319,67,19,F,F,PA,BI,1,0,0,1,0,S,W,0,0,5,,0,0,N,N,0,,,,W,R,NS,10,02/23/2011 08:00 AM +0000,Martinez,,"85 st &amp; western ave
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9140,2,2010,07/13/2010 07:00 AM +0000,3,15,IN,,y27649,20,20,M,M,PA,BI,1,0,1,0,0,E,W,0,0,,12,0,0,N,N,0,,,,D,C,NS,12,02/24/2011 08:00 AM +0000,Martinez,,"132 st &amp; Manderson st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9153,2,2010,07/13/2010 07:00 AM +0000,3,16,MB,,y27930,16,8,F,M,PA,BI,1,0,1,0,0,W,W,0,0,4,,0,0,N,N,0,,,,D,C,NS,1,02/24/2011 08:00 AM +0000,Martinez,,"122 st &amp; weir st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9239,2,2010,07/16/2010 07:00 AM +0000,6,12,MB,,y28581,57,4,M,M,PA,BI,1,0,0,1,0,N,N,0,0,0,0,0,0,N,N,0,,,,D,C,NS,0,03/02/2011 08:00 AM +0000,Martinez,,"27 st &amp; Janyes st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9271,2,2010,07/22/2010 07:00 AM +0000,5,10,IN,,y29801,37,18,M,F,PA,BI,1,0,1,0,0,N,E,0,0,,7,0,0,N,N,0,,,,D,C,NS,10,03/02/2011 08:00 AM +0000,Martinez,,"24 st &amp; harney st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9456,2,2010,08/13/2010 07:00 AM +0000,6,22,IN,,y35258,83,27,F,M,PA,BI,1,0,0,1,0,S,N,0,0,2,,0,0,N,N,0,,,,D,C,NS,12,03/10/2011 08:00 AM +0000,Martinez,,"33 st &amp; leavenworth st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
9683,2,2010,08/25/2010 07:00 AM +0000,4,20,IN,,y38204,61,23,F,F,PA,BI,1,0,0,1,0,N,W,0,0,2,,0,0,N,N,0,,,,D,C,NS,10,03/25/2011 07:00 AM +0000,Martinez,,"turner bld &amp; leavenworth st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10210,2,2010,09/17/2010 07:00 AM +0000,6,18,IN,,y43719,0,18,,M,PA,BI,1,0,1,0,0,N,N,0,0,,,0,0,U,N,0,,,,D,C,NS,0,04/07/2011 07:00 AM +0000,Rathbun,,"50th and Bedford Ave
Omaha, NE 68104
(41.288596353825824, -95.99203008323047)"
10686,2,2010,10/07/2010 07:00 AM +0000,5,16,IN,,y48404,46,0,M,M,PA,BI,0,0,0,0,0,N,W,0,0,,,0,0,N,U,0,,,,D,C,NS,10,04/25/2011 07:00 AM +0000,Rathbun,,"87th and Pacific
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10782,2,2010,10/10/2010 07:00 AM +0000,1,14,IN,,y49034,70,24,F,M,PA,BI,1,0,0,1,0,W,E,0,0,2,,0,0,N,N,0,,,,D,C,NS,13,04/28/2011 07:00 AM +0000,Rathbun,,"75th and Pacific
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10802,2,2010,10/11/2010 07:00 AM +0000,2,18,IN,,y49381,0,18,,M,PA,BI,0,0,0,0,0,S,N,0,0,,,0,0,U,N,0,,,,D,O,NS,13,04/28/2011 07:00 AM +0000,Rathbun,,"72nd and Pratt
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10829,2,2010,10/12/2010 07:00 AM +0000,3,17,IN,,y49642,66,13,M,M,TR,BI,1,0,0,1,0,N,E,0,0,,,0,0,N,N,0,,,,D,C,NS,30,04/29/2011 07:00 AM +0000,Rathbun,,"Benson Gardens Blvd and Blondo
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10938,2,2010,08/05/2010 07:00 AM +0000,5,15,IN,,y33202,48,0,M,,PA,BI,0,0,0,0,0,W,S,0,0,,,0,0,N,U,0,,,,D,C,NS,10,04/24/2011 07:00 AM +0000,Rathbun,,"33rd and California
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10985,2,2010,08/07/2010 07:00 AM +0000,7,8,IN,,y33620,23,27,M,M,PA,BI,1,0,1,0,0,E,W,0,0,2,,0,0,N,N,0,,,,D,C,NS,13,04/24/2011 07:00 AM +0000,Rathbun,,"191st Ave and Blondo
Omaha, NE 68104
(41.295230000000004, -96.00216)"
10988,2,2010,08/07/2010 07:00 AM +0000,7,0,MB,,y33633,72,26,F,M,PA,BI,1,0,0,1,0,S,S,0,0,,4,0,0,N,N,0,,,,D,C,NS,1,04/24/2011 07:00 AM +0000,Rathbun,,"168th and West Maple Road
Omaha, NE 68104
(41.295230000000004, -96.00216)"
11066,2,2010,08/09/2010 07:00 AM +0000,2,0,IN,,y34091,24,50,M,M,PA,BI,1,0,0,0,1,E,N,0,0,,,0,0,N,N,0,,,,D,C,NS,21,04/29/2011 07:00 AM +0000,Rathbun,,"30th and Binney
Omaha, NE 68104
(41.295230000000004, -96.00216)"
11558,2,2010,11/14/2010 08:00 AM +0000,1,15,IN,,y58074,23,0,F,M,PA,BI,1,0,1,0,0,W,S,0,0,,,0,0,N,U,0,,,,D,C,NS,10,05/23/2011 07:00 AM +0000,Rathbun,,"21st and Y
Omaha, NE 68104
(41.295230000000004, -96.00216)"
11708,2,2010,11/19/2010 08:00 AM +0000,6,10,IN,,y59341,65,38,M,M,PA,BI,1,0,0,1,0,W,W,0,0,2,,0,0,N,N,0,,,,D,C,NS,0,05/26/2011 07:00 AM +0000,Rathbun,,"117th and West Center Road
Omaha, NE 68104
(41.23401649986761, -96.09597372337697)"
11833,2,2010,10/20/2010 07:00 AM +0000,4,10,IN,,y51533,20,32,F,M,PA,BI,1,0,0,1,0,N,N,0,0,,,0,0,N,N,0,,,,D,C,CS,1,05/28/2011 07:00 AM +0000,Rathbun,,"13th and Center
Omaha, NE 68104
(41.295230000000004, -96.00216)"
12692,2,2010,10/27/2010 07:00 AM +0000,4,16,IN,,y63400,49,13,F,M,PA,BI,1,0,0,1,0,E,N,0,0,,,0,0,N,N,0,,,,D,O,NS,10,06/11/2011 07:00 AM +0000,Rathbun,,"34th Ave and Sprague
Omaha, NE 68104
(41.295230000000004, -96.00216)"
13230,2,2010,09/29/2010 07:00 AM +0000,4,18,IN,,y46478,28,30,F,M,PA,BI,1,0,0,1,0,N,W,0,0,,7,0,0,N,N,0,,,,D,C,NS,10,04/19/2011 07:00 AM +0000,Martinez,,"50 st &amp; dodge st
Omaha, NE 68104
(41.295230000000004, -96.00216)"
13650,2,2010,11/09/2010 08:00 AM +0000,3,16,MB,,y57914,37,20,F,M,PA,BI,1,0,1,0,0,S,S,0,0,,,0,0,N,N,0,,,,D,C,NS,1,06/28/2011 07:00 AM +0000,Rathbun,,"F and Spring Lake Drive
Omaha, NE 68104
(41.220157947396046, -95.93828659875948)"
13808,2,2010,12/25/2010 08:00 AM +0000,7,0,IN,,y67777,0,47,,M,PA,BI,1,0,1,0,0,N,E,0,0,,,0,0,U,I,0,,,,W,C,NS,10,07/06/2011 07:00 AM +0000,Rathbun,,"Florence Blvd and Pratt
Omaha, NE 68104
(41.295230000000004, -96.00216)"
