OBJECTID,VEHICLES,YEAR_OF_RE,ACCIDENT_D,ACCIDENT_1,ACCIDENT_H,LEG,HOUSE_NUMB,RB_NUMBER,DRIVER1_AG,DRIVER2_AG,DRIVER1_SE,DRIVER2_SE,VEHICLE1_T,VEHICLE2_T,NUM_INJURI,INJURY_F,INJURY_PI1,INJURY_PI2,INJURY_PI3,DIRECTION1,DIRECTION2,VEHICLE1_C,VEHICLE2_C,CIRCUMSTAN,CIRCUMST_1,DANGER_UNS,DANGER_U_1,DRIVER1_CO,DRIVER2_CO,PED_AGE,PED_SEX,PED_CONDIT,PED_ACTION,ROAD_CONDI,WEATHER,PROBLEM_EL,ACCIDENT_T,ENTER_DATE,Editor,STATUS,Location 1
41089,1,2008,11/24/2008 08:00 AM +0000,2,11,IN,,v79589,26,0,F,,PA,,1,0,1,0,0,S,,0,0,12,,0,0,N,N,34,F,N,0,D,C,NS,99,03/18/2009 07:00 AM +0000,Rathbun,1,"33rd and California
Omaha, NE 68104
(41.295230000000004, -96.00216)"
41460,2,2008,12/04/2008 08:00 AM +0000,5,15,IN,,v82011,0,0,,,PA,,1,0,0,1,0,W,,0,0,2,,0,0,U,N,51,F,N,1,D,C,NS,99,03/31/2009 07:00 AM +0000,Rathbun,1,"30th and Redick Ave
Omaha, NE 68104
(41.317572509609874, -95.95655182917454)"
42281,1,2008,12/26/2008 08:00 AM +0000,6,19,IN,,v87413,0,0,,,PA,,1,0,0,1,0,S,,0,0,,,0,0,U,N,13,F,N,0,N,O,NS,99,04/24/2009 07:00 AM +0000,Rathbun,1,"13th and Martha
Omaha, NE 68104
(41.295230000000004, -96.00216)"
37212,1,2008,06/14/2008 07:00 AM +0000,7,22,MB,,v35597,47,0,F,,PA,,1,0,1,0,0,W,,0,0,12,,0,0,U,N,8,M,N,0,D,C,NS,99,08/28/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
37271,1,2008,06/16/2008 07:00 AM +0000,2,22,MB,,v36136,17,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,41,F,U,0,D,C,NS,99,09/02/2008 07:00 AM +0000,Rathbun,0,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
36998,1,2008,05/20/2008 07:00 AM +0000,3,13,MB,,v28891,33,0,M,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,33,F,N,5,D,C,NS,99,08/18/2008 07:00 AM +0000,Rathbun,1,"30th and Newport Ave
Omaha, NE 68104
(41.31910135705965, -95.95655182917454)"
42381,2,2008,12/29/2008 08:00 AM +0000,2,18,IN,,v88070,28,0,M,,PA,,0,0,0,1,0,N,,0,0,,,0,0,N,N,19,M,N,5,D,C,NS,99,04/28/2009 07:00 AM +0000,Rathbun,1,"72nd and Dodge
Omaha, NE 68104
(41.295230000000004, -96.00216)"
40014,1,2008,10/25/2008 07:00 AM +0000,7,12,IN,,v71860,0,0,,,PA,,1,0,1,0,0,W,,0,0,,,0,0,U,N,30,M,N,0,D,C,NS,99,02/05/2009 08:00 AM +0000,Rathbun,1,"152nd and Sahler
Omaha, NE 68104
(41.295230000000004, -96.00216)"
40063,1,2008,10/27/2008 07:00 AM +0000,2,15,IN,,v72474,32,0,M,,PA,,1,0,1,0,0,N,,0,0,2,,0,0,N,N,15,F,N,3,D,C,NS,99,02/10/2009 08:00 AM +0000,Rathbun,1,"39th and Ames Ave
Omaha, NE 68104
(41.295230000000004, -96.00216)"
1326,1,2009,01/05/2009 08:00 AM +0000,2,15,MB,14111,v89949,39,0,F,,PA,,1,0,0,1,0,,,0,0,,,0,0,N,N,37,M,N,0,N,N,NS,99,05/05/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1793,1,2009,01/16/2009 08:00 AM +0000,6,13,MB,,v92459,0,0,,,PA,,1,0,1,0,0,E,,0,0,,,0,0,U,N,32,M,N,0,S,C,NS,99,05/21/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1912,1,2009,01/21/2009 08:00 AM +0000,4,16,IN,,v93807,31,0,M,,PA,,1,0,0,0,1,W,,0,0,2,,7,0,N,N,67,F,N,1,D,C,NS,99,05/27/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1930,1,2009,01/21/2009 08:00 AM +0000,4,13,IN,,v93783,0,0,M,,PA,,1,0,1,0,0,N,,0,0,2,,0,0,U,N,52,M,N,3,D,C,NS,99,05/28/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
2162,1,2009,01/28/2009 08:00 AM +0000,4,14,MB,,v95689,19,0,M,,TR,,1,0,1,0,0,S,,0,0,,,0,0,N,N,18,F,N,0,W,O,NS,99,06/08/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
2480,1,2009,02/05/2009 08:00 AM +0000,5,15,IN,,v98007,34,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,41,M,N,0,D,C,NS,99,06/16/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
2604,1,2009,02/09/2009 08:00 AM +0000,2,21,IN,,v99129,32,0,M,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,43,M,N,0,D,C,NS,99,06/18/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
2659,2,2009,02/10/2009 08:00 AM +0000,3,16,MB,,v99329,30,0,F,,PA,,1,0,0,1,0,W,,0,0,,,0,0,N,N,14,M,N,0,D,C,NS,99,06/19/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
2693,2,2009,02/12/2009 08:00 AM +0000,5,11,IN,,v99825,27,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,14,F,N,0,D,O,NS,99,02/12/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1817,1,2009,01/17/2009 08:00 AM +0000,7,19,MB,717,v92804,61,0,M,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,56,F,N,0,D,C,NS,99,05/22/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1544,2,2009,01/11/2009 08:00 AM +0000,1,18,IN,,v91168,33,19,M,F,TR,PA,1,0,0,1,0,E,E,0,0,,17,0,0,N,N,25,M,N,0,W,C,NS,99,05/12/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3357,1,2009,03/03/2009 08:00 AM +0000,3,19,MB,4329,x04561,0,0,,,PA,,1,1,0,0,0,S,,0,0,,,0,0,U,N,52,M,U,0,W,S,NS,99,07/15/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1475,1,2009,01/09/2009 08:00 AM +0000,6,15,MB,,v90825,41,0,M,,PA,,1,0,1,0,0,E,,0,0,,,0,0,N,N,10,M,N,5,S,S,NS,99,05/08/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
1347,2,2009,01/05/2009 08:00 AM +0000,2,9,MB,3112,v89610,65,49,M,M,PA,TR,2,0,1,0,1,S,S,0,0,12,,0,0,N,N,65,M,N,9,W,C,NS,99,05/05/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3608,1,2009,03/10/2009 07:00 AM +0000,3,7,IN,,x06163,38,0,M,,PA,,1,0,1,0,0,N,,0,0,2,,0,0,N,N,14,F,N,0,W,R,NS,99,07/21/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3702,1,2009,03/13/2009 07:00 AM +0000,6,15,IN,,x07159,36,0,F,,PA,,1,0,1,0,0,E,,0,0,2,,0,0,N,N,40,M,N,0,D,C,NS,99,07/23/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3931,1,2009,03/21/2009 07:00 AM +0000,7,18,MB,2211,x09130,0,0,M,,PA,,1,0,0,0,0,W,,0,0,,,0,0,N,N,44,F,N,0,D,C,NS,99,07/31/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3975,1,2009,03/23/2009 07:00 AM +0000,2,7,IN,,x09484,36,0,F,,PA,,1,0,0,0,1,S,,0,0,,,0,0,N,N,13,M,N,0,D,O,NS,99,08/03/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4005,2,2009,03/25/2009 07:00 AM +0000,4,11,MB,,x10060,52,0,F,,PA,PA,2,0,1,1,0,N,P,0,0,14,,0,0,N,V,21,F,N,0,D,C,NS,99,08/04/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4205,1,2009,04/01/2009 07:00 AM +0000,4,13,IN,,x11953,0,0,,,TR,,1,0,1,0,0,W,,0,0,,,0,0,U,N,42,M,N,0,D,C,NS,99,08/11/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4266,1,2009,04/03/2009 07:00 AM +0000,6,7,IN,,x12450,27,0,M,,TR,,1,0,0,0,1,E,,0,0,,,7,0,N,N,28,F,N,1,D,C,NS,99,08/12/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4446,1,2009,04/08/2009 07:00 AM +0000,4,21,IN,,x13928,17,0,M,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,37,M,D,0,D,C,NS,99,08/19/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4467,1,2009,04/09/2009 07:00 AM +0000,5,2,IN,,x13989,0,0,,,PA,,1,0,0,0,1,N,,0,0,,,0,0,U,N,26,M,N,0,D,C,NS,99,08/19/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
2906,1,2009,02/18/2009 08:00 AM +0000,4,17,MB,,x01381,46,0,M,,TR,,1,0,0,1,0,N,,0,0,,,0,0,N,N,15,M,N,0,D,C,NS,99,07/01/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4868,1,2009,04/21/2009 07:00 AM +0000,3,10,MB,740,x17232,60,0,M,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,54,M,N,0,D,O,NS,99,09/15/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
5170,1,2009,04/29/2009 07:00 AM +0000,4,17,IN,,x19559,24,0,M,,PA,,2,0,1,1,0,E,,0,0,2,,0,0,N,N,34,F,N,1,D,O,NS,99,09/24/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
5203,1,2009,04/30/2009 07:00 AM +0000,5,16,IN,,x19833,40,0,M,,PA,,1,0,0,0,1,W,,0,0,,,0,0,N,N,5,M,N,5,D,C,NS,99,09/25/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
5821,1,2009,05/06/2009 07:00 AM +0000,4,15,IN,,x21528,90,0,F,,PA,,3,0,2,1,0,W,,0,0,,,0,0,N,N,6,M,N,5,D,C,NS,99,10/13/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3027,1,2009,02/21/2009 08:00 AM +0000,7,16,IN,,x02163,0,0,,,PA,,1,0,1,0,0,S,,0,0,,,0,0,U,N,44,F,I,0,D,C,NS,99,07/07/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3148,1,2009,02/25/2009 08:00 AM +0000,4,18,MB,,x03135,70,0,F,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,7,M,N,0,D,C,NS,99,07/08/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6251,1,2009,05/07/2009 07:00 AM +0000,5,18,MB,3356,x21885,75,0,M,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,11,M,N,5,D,C,NS,99,10/14/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6254,1,2009,05/07/2009 07:00 AM +0000,5,20,MB,,x21992,37,0,F,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,4,M,N,14,D,C,NS,99,10/14/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3440,1,2009,03/05/2009 08:00 AM +0000,5,15,IN,,x05026,53,0,M,,PA,,1,0,0,1,0,W,,0,0,2,,0,0,N,N,54,M,N,1,W,C,NS,99,07/16/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6925,1,2009,05/15/2009 07:00 AM +0000,6,0,IN,,x23728,25,0,F,,PA,,1,0,0,0,1,N,,0,0,,,0,0,U,N,11,M,N,0,D,O,NS,99,10/26/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
3561,1,2009,03/08/2009 08:00 AM +0000,1,3,MB,3220,x05627,0,0,,,PA,,1,0,0,0,1,E,,0,0,,,0,0,U,N,50,M,U,0,W,R,NS,99,07/21/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7053,1,2009,05/20/2009 07:00 AM +0000,4,16,IN,5406,x25210,56,0,M,,BU,,1,0,0,0,1,W,,0,0,,,0,0,N,N,10,M,N,12,D,C,NS,99,11/02/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6239,2,2009,05/07/2009 07:00 AM +0000,5,17,IN,,x21865,0,0,,,PA,,1,0,0,1,0,S,,0,0,,,0,0,U,N,8,M,N,0,D,O,NS,99,10/14/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7118,1,2009,05/21/2009 07:00 AM +0000,5,16,IN,,x25538,0,0,M,,PA,,1,0,0,1,0,W,,0,0,,,0,0,U,N,39,F,N,1,D,C,NS,99,11/04/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6243,1,2009,05/07/2009 07:00 AM +0000,5,15,IN,,x21848,39,0,M,,TR,,1,0,0,1,0,W,,0,0,2,,0,0,N,N,37,F,N,0,D,C,NS,99,10/14/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7197,1,2009,05/23/2009 07:00 AM +0000,7,23,IN,,x26099,0,0,,,PA,,1,0,0,0,1,W,,0,0,,,0,0,U,N,35,M,N,0,D,C,NS,99,11/06/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6334,1,2009,05/10/2009 07:00 AM +0000,1,17,MB,2706,x22961,18,0,F,,PA,,1,0,0,1,0,W,,0,0,,,0,0,N,N,3,M,N,0,D,C,NS,99,10/19/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7842,1,2009,06/01/2009 07:00 AM +0000,2,20,MB,4802,x28431,23,0,M,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,21,M,N,4,W,R,NS,99,11/18/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7894,1,2009,06/02/2009 07:00 AM +0000,3,4,MB,,x28503,52,0,M,,TR,,1,0,0,0,1,W,,0,0,,,0,0,N,N,43,M,U,5,W,R,NS,99,11/19/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
9438,1,2009,06/14/2009 07:00 AM +0000,1,0,MB,,x31846,21,0,M,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,22,M,N,5,D,C,NS,99,12/10/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
11586,1,2009,06/18/2009 07:00 AM +0000,5,14,IN,,x33187,0,0,,,PA,,1,0,0,1,0,E,,0,0,12,,0,0,U,N,17,M,N,0,N,O,NS,99,01/29/2010 08:00 AM +0000,Rathbun,83rd and Templeton Drive,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
11593,1,2009,06/18/2009 07:00 AM +0000,5,11,IN,,x33031,72,0,F,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,44,F,N,0,D,C,NS,99,01/29/2010 08:00 AM +0000,Rathbun,36th and Leavenworth,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
6983,1,2009,05/18/2009 07:00 AM +0000,2,14,IN,,x24620,29,0,F,,PA,,1,0,1,0,0,E,,0,0,2,,0,0,N,N,49,F,N,0,D,C,NS,99,10/28/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
4829,1,2009,04/20/2009 07:00 AM +0000,2,9,IN,,x16918,24,0,F,,PA,,1,0,0,0,1,E,,0,0,,,0,0,N,N,51,M,U,5,D,C,NS,99,09/14/2009 07:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7139,1,2009,05/22/2009 07:00 AM +0000,6,15,MB,6423,x25753,41,0,F,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,46,M,N,12,D,C,NS,99,11/05/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
14789,1,2009,07/11/2009 07:00 AM +0000,7,13,IN,,x38969,21,0,M,,PA,,1,0,0,0,1,S,,0,0,12,,0,0,N,N,20,F,U,0,D,C,NS,99,03/09/2010 08:00 AM +0000,Rathbun,28th Ave and Sharon Drive,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
15317,1,2009,07/17/2009 07:00 AM +0000,6,18,MB,2208,x40529,0,0,,,PA,,1,0,0,1,0,E,,0,0,,,0,0,U,N,7,M,N,0,D,C,NS,99,03/15/2010 07:00 AM +0000,Rathbun,2208 s 11th,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
16268,1,2009,07/26/2009 07:00 AM +0000,1,14,IN,,x43114,65,0,F,,PA,,1,0,0,1,0,N,,0,0,12,,0,0,N,N,63,M,N,0,D,C,NS,99,03/24/2010 07:00 AM +0000,Rathbun,Q and Roxbury Drive,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
16282,1,2009,07/27/2009 07:00 AM +0000,2,7,IN,,x42936,0,0,,,PA,,1,0,0,1,0,E,,0,0,,,0,0,U,N,17,M,N,0,D,C,NS,99,03/24/2010 07:00 AM +0000,Rathbun,36th and Ames Ave,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
17154,1,2009,08/04/2009 07:00 AM +0000,3,17,IN,,x45244,0,0,,,PA,,1,0,1,0,0,,,0,0,,,0,0,U,N,19,M,N,0,D,C,NS,99,04/01/2010 07:00 AM +0000,Rathbun,Leavenworth and Skyline Drive,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7310,1,2009,05/27/2009 07:00 AM +0000,4,14,IN,,x26991,31,0,M,,PA,,1,0,1,0,0,S,,0,0,2,,0,0,N,N,18,M,N,1,D,O,NS,99,11/12/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
18578,1,2009,08/13/2009 07:00 AM +0000,5,14,MB,,x47718,37,0,M,,PA,,1,0,1,0,0,E,,0,0,,,0,0,N,N,14,F,N,1,D,C,NS,99,04/13/2010 07:00 AM +0000,Rathbun,15405 Adams,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
18605,1,2009,08/14/2009 07:00 AM +0000,6,13,IN,,x47957,44,0,F,,PA,,1,0,0,1,0,N,,0,0,2,,0,0,N,N,25,F,N,1,D,C,,99,04/13/2010 07:00 AM +0000,Rathbun,42nd and Dodge,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
18630,1,2009,08/14/2009 07:00 AM +0000,6,13,IN,,x47975,54,0,M,,TR,,2,0,1,0,1,N,,0,0,,,0,0,N,N,7,F,N,5,D,C,NS,99,04/14/2010 07:00 AM +0000,Rathbun,30th and Hanover,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
19072,1,2009,08/16/2009 07:00 AM +0000,1,19,MB,4317,x48442,17,0,M,,PA,,1,0,0,1,0,S,,0,0,12,,0,0,N,N,20,F,N,0,D,C,NS,99,04/19/2010 07:00 AM +0000,Rathbun,4317 n 91st,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
19080,1,2009,08/17/2009 07:00 AM +0000,2,16,MB,,x48649,36,0,F,,PA,,1,1,0,0,0,S,,0,0,,,0,0,N,N,33,M,N,5,D,C,NS,99,04/19/2010 07:00 AM +0000,Rathbun,Fontenelle Blvd and Nebraska Ave,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
12496,1,2009,06/26/2009 07:00 AM +0000,6,22,IN,,x35310,29,0,M,,PA,,1,0,0,0,1,N,,0,0,,,0,0,N,N,11,M,N,0,D,C,NS,99,02/10/2010 08:00 AM +0000,Rathbun,52nd and Davenport,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
20070,1,2009,08/25/2009 07:00 AM +0000,3,11,MB,,x50650,25,0,M,,PA,,1,0,0,1,0,W,,0,0,,,0,0,N,N,19,M,N,0,D,C,NS,99,04/28/2010 07:00 AM +0000,Rathbun,West Dodge Road and I 680,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
20071,1,2009,08/25/2009 07:00 AM +0000,3,8,IN,,x51386,25,0,M,,PA,,1,0,0,1,0,S,,0,0,,,0,0,N,N,14,F,N,0,D,C,NS,99,04/28/2010 07:00 AM +0000,Rathbun,120th and West Dodge Road,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
22627,1,2009,09/03/2009 07:00 AM +0000,5,7,IN,,x53078,0,0,F,,PA,,1,0,0,1,0,N,,0,0,,,0,0,U,N,14,M,N,1,W,R,NS,99,05/17/2010 07:00 AM +0000,Rathbun,144th and Pacific,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
12541,1,2009,06/28/2009 07:00 AM +0000,1,0,MB,5035,x35592,0,0,,,PA,,1,0,1,0,0,E,,0,0,,,0,0,U,N,42,M,N,0,D,C,NS,99,02/11/2010 08:00 AM +0000,Rathbun,5035 Charles,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
22682,1,2009,09/04/2009 07:00 AM +0000,6,15,IN,,x53475,0,0,M,,PA,,1,0,0,1,0,S,,0,0,,,0,0,U,N,12,F,N,0,D,C,NS,99,05/18/2010 07:00 AM +0000,Rathbun,146th and Stony Brook Blvd,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
22702,2,2009,09/05/2009 07:00 AM +0000,7,1,MB,1307,x53605,31,22,M,M,TR,TR,1,0,0,0,1,N,S,0,0,4,,0,0,U,N,23,M,N,0,D,C,NS,51,05/19/2010 07:00 AM +0000,Rathbun,1307 s 28th,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
22770,1,2009,09/09/2009 07:00 AM +0000,4,16,MB,,x54805,24,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,22,F,N,5,D,O,NS,99,05/21/2010 07:00 AM +0000,Rathbun,84th and West Center Road,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
23280,1,2009,09/12/2009 07:00 AM +0000,7,19,MB,7930,x55605,26,0,M,,PA,,1,0,0,1,0,W,,0,0,,,0,0,N,N,6,F,N,0,D,O,NS,99,05/27/2010 07:00 AM +0000,Rathbun,7930 Nina,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
7088,1,2009,05/20/2009 07:00 AM +0000,4,19,IN,,x25288,0,0,M,,PA,,1,0,0,1,0,W,,0,0,,,0,0,U,,62,M,D,5,D,C,NS,99,11/02/2009 08:00 AM +0000,Rathbun,,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
24120,1,2009,09/15/2009 07:00 AM +0000,3,7,IN,,x56229,64,0,M,,TR,,1,0,0,1,0,S,E,0,0,,,0,0,N,N,56,F,N,0,D,C,NS,99,06/02/2010 07:00 AM +0000,Rathbun,20th and Harney,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
24173,1,2009,09/18/2009 07:00 AM +0000,6,13,IN,,x57253,26,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,3,M,N,14,D,C,NS,99,06/07/2010 07:00 AM +0000,Rathbun,24th and Kansas Ave,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
17636,1,2009,08/07/2009 07:00 AM +0000,6,11,MB,,x46046,67,0,M,,TR,,1,0,0,0,1,N,,0,0,14,,0,0,N,N,56,M,N,0,D,C,NS,31,04/06/2010 07:00 AM +0000,Rathbun,18th and Paul,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
26669,2,2009,06/20/2009 07:00 AM +0000,7,23,IN,,x33732,18,0,M,,PA,,1,0,0,1,0,N,,0,0,17,,0,0,N,N,23,F,O,1,W,O,NS,99,01/28/2010 08:00 AM +0000,Other,13 th street and Vinton street,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
19593,1,2009,08/21/2009 07:00 AM +0000,6,14,IN,,x49671,52,0,M,,PA,,1,0,0,1,0,E,,0,0,,,0,0,N,N,22,F,N,5,D,O,NS,99,04/26/2010 07:00 AM +0000,Rathbun,Birch and West Maple Road,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
26709,2,2009,06/20/2009 07:00 AM +0000,7,3,MB,,x33535,0,0,NS,,,NS,1,0,0,0,1,N,,1,0,9,,0,0,U,N,43,M,P,5,D,C,NS,99,02/02/2010 08:00 AM +0000,Other,30 street and Ruggles street,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
22675,1,2009,09/04/2009 07:00 AM +0000,6,13,MB,6627,x53423,0,0,M,,PA,,1,0,0,1,0,N,,0,0,,,0,0,U,N,32,F,N,0,D,C,NS,99,05/18/2010 07:00 AM +0000,Rathbun,6627 n 102nd Ave,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
27991,1,2009,09/26/2009 07:00 AM +0000,7,12,IN,,x59519,36,0,M,,PA,,1,0,0,1,0,N,,0,0,,,0,0,N,N,6,M,N,0,D,O,NS,99,06/22/2010 07:00 AM +0000,Rathbun,27th and Mason,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
28011,2,2009,09/27/2009 07:00 AM +0000,1,17,IN,,x54704,25,48,M,F,PA,PA,1,0,1,0,0,P,S,0,0,,,0,0,N,N,45,F,N,0,D,C,NS,99,06/22/2010 07:00 AM +0000,Rathbun,36th and Pratt,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
23674,1,2009,09/14/2009 07:00 AM +0000,2,8,IN,,x55971,26,0,M,,PA,,1,0,1,0,0,N,,0,0,,,0,0,N,N,20,M,U,0,D,C,NS,99,05/27/2010 07:00 AM +0000,Rathbun,52nd and Dodge,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
29324,1,2009,10/01/2009 07:00 AM +0000,5,19,IN,,x60850,0,0,,,PA,,1,0,0,0,1,E,,0,0,,,0,0,U,N,56,M,N,0,D,O,NS,99,06/25/2010 07:00 AM +0000,Rathbun,Decatur and Northwest Radial Hwy,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
29774,1,2009,10/03/2009 07:00 AM +0000,7,10,IN,,x61334,68,0,M,,TR,,1,0,1,0,0,N,,0,0,2,,0,0,N,N,39,F,N,0,D,O,NS,99,06/30/2010 07:00 AM +0000,Rathbun,28th and Dodge,"Omaha, NE 68104
(41.295230000000004, -96.00216)"
